run_name,loss_fn,ckpt_pt,epoch,val_loss,val_accuracy,weight_decay,learning_rate,wandb_path
20240424_124212_6540,symile,/gpfs/scratch/as16583/ckpts/high_dim/20240424_124212_6540/epoch=1-val_loss=1.1006-val_accuracy=0.8090.ckpt,1,1.100575566291809,0.8090019822120667,0.0,0.0001,https://wandb.ai/rajesh-lab/symile/runs/y3adquhx
20240424_124212_6540,symile,/gpfs/scratch/as16583/ckpts/high_dim/20240424_124212_6540/epoch=3-val_loss=0.9252-val_accuracy=0.8532.ckpt,3,0.9251867532730103,0.8531699776649475,0.0,0.0001,https://wandb.ai/rajesh-lab/symile/runs/y3adquhx
20240424_124212_6540,symile,/gpfs/scratch/as16583/ckpts/high_dim/20240424_124212_6540/epoch=5-val_loss=0.8632-val_accuracy=0.8663.ckpt,5,0.8631718158721924,0.8663079738616943,0.0,0.0001,https://wandb.ai/rajesh-lab/symile/runs/y3adquhx
20240424_124212_6540,symile,/gpfs/scratch/as16583/ckpts/high_dim/20240424_124212_6540/epoch=7-val_loss=0.8336-val_accuracy=0.8705.ckpt,7,0.8335962891578674,0.8705040216445923,0.0,0.0001,https://wandb.ai/rajesh-lab/symile/runs/y3adquhx
20240424_124212_6540,symile,/gpfs/scratch/as16583/ckpts/high_dim/20240424_124212_6540/epoch=9-val_loss=0.8120-val_accuracy=0.8735.ckpt,9,0.8119999170303345,0.8734819889068604,0.0,0.0001,https://wandb.ai/rajesh-lab/symile/runs/y3adquhx
20240424_124212_6540,symile,/gpfs/scratch/as16583/ckpts/high_dim/20240424_124212_6540/epoch=11-val_loss=0.8010-val_accuracy=0.8741.ckpt,11,0.8010072708129883,0.8741359710693359,0.0,0.0001,https://wandb.ai/rajesh-lab/symile/runs/y3adquhx
20240424_124212_6540,symile,/gpfs/scratch/as16583/ckpts/high_dim/20240424_124212_6540/epoch=13-val_loss=0.7961-val_accuracy=0.8759.ckpt,13,0.7960875630378723,0.8759260177612305,0.0,0.0001,https://wandb.ai/rajesh-lab/symile/runs/y3adquhx
20240424_124212_6540,symile,/gpfs/scratch/as16583/ckpts/high_dim/20240424_124212_6540/epoch=15-val_loss=0.7952-val_accuracy=0.8764.ckpt,15,0.7951868772506714,0.8764079809188843,0.0,0.0001,https://wandb.ai/rajesh-lab/symile/runs/y3adquhx
20240424_124212_6540,symile,/gpfs/scratch/as16583/ckpts/high_dim/20240424_124212_6540/epoch=17-val_loss=0.8021-val_accuracy=0.8773.ckpt,17,0.8020956516265869,0.8773019909858704,0.0,0.0001,https://wandb.ai/rajesh-lab/symile/runs/y3adquhx
20240425_024258_3178,symile,/gpfs/scratch/as16583/ckpts/high_dim/20240425_024258_3178/epoch=1-val_loss=1.2412-val_accuracy=0.7770.ckpt,1,1.2411718368530273,0.7770419716835022,0.0,5e-05,https://wandb.ai/rajesh-lab/symile/runs/nwotrt47
20240425_024258_3178,symile,/gpfs/scratch/as16583/ckpts/high_dim/20240425_024258_3178/epoch=3-val_loss=0.9940-val_accuracy=0.8420.ckpt,3,0.9939934611320496,0.8420060276985168,0.0,5e-05,https://wandb.ai/rajesh-lab/symile/runs/nwotrt47
